File name,Algo type,Original Formula,Sketch,Total time,Completed sketch,Final size,Verified
f:06-nw:200-ml:06-0.trace,tree-suf,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?1)))",60.26,"G(&(p,U(!(q),->(r,F(r)))))",7,FALSE
f:04-nw:200-ml:14-0.trace,tree-suf-bmc,F(p),?u1(?1),28.65,F(p),2,TRUE
f:09-nw:400-ml:06-0.trace,tree-suf,"G(->(q,G(p)))","G(->(q,?1))",62.48,"G(->(q,G(p)))",4,TRUE
f:09-nw:025-ml:14-0.trace,tree-suf,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",6.15,"G(->(q,G(p)))",5,TRUE
f:02-nw:050-ml:06-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",3.89,"->(F(q),U(!(p),q))",6,TRUE
f:02-nw:025-ml:06-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",1.77,"->(F(q),U(!(p),q))",6,TRUE
f:08-nw:200-ml:10-0.trace,tree-bmc,"->(F(q),U(p,q))","->(?1,U(p,q))",63.92,"->(F(q),U(p,q))",5,TRUE
f:04-nw:050-ml:10-0.trace,tree-suf,F(p),F(?1),1.14,F(p),2,TRUE
f:09-nw:200-ml:10-0.trace,tree-bmc,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",20.67,"G(->(q,G(p)))",5,TRUE
f:05-nw:050-ml:10-0.trace,tree-suf,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",13.96,"|(G(!(p)),F(&(p,F(q))))",9,TRUE
f:08-nw:025-ml:14-0.trace,tree-suf,"->(F(q),U(p,q))","->(?1,U(p,q))",10.36,"->(F(q),U(p,q))",5,TRUE
f:09-nw:100-ml:06-0.trace,tree-suf-bmc,"G(->(q,G(p)))","?u1(->(q,?1))",7.21,"G(->(q,G(p)))",4,TRUE
f:03-nw:200-ml:06-0.trace,tree-suf-bmc,"G(->(q,G(!(p))))","?u1(->(q,?u1(!(p))))",17.82,"G(->(q,G(!(p))))",6,TRUE
f:02-nw:200-ml:10-0.trace,tree,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",89.94,"->(F(q),U(!(p),q))",6,TRUE
f:05-nw:050-ml:14-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",15.49,"|(G(!(p)),F(&(p,F(q))))",9,TRUE
f:05-nw:025-ml:14-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",6.73,"|(G(!(p)),F(&(p,F(q))))",9,TRUE
f:06-nw:010-ml:10-0.trace,tree,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?1)))",15.33,"G(&(p,->(!(q),U(->(q,r),r))))",7,TRUE
f:08-nw:100-ml:06-0.trace,tree-bmc,"->(F(q),U(p,q))","->(?1,?b1(p,q))",12.04,"->(F(q),&(p,q))",5,TRUE
f:09-nw:025-ml:06-0.trace,tree,"G(->(q,G(p)))","G(->(q,?1))",1.83,"G(->(q,G(p)))",4,TRUE
f:09-nw:010-ml:14-0.trace,tree-suf,"G(->(q,G(p)))","?u1(->(q,?1))",1.51,"G(->(q,p))",4,TRUE
f:06-nw:050-ml:10-0.trace,tree-suf,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?1)))",70.51,"G(&(p,->(!(q),U(!(q),r))))",7,TRUE
f:05-nw:050-ml:14-0.trace,tree-suf,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",19.33,"U(p,F(&(p,F(q))))",7,TRUE
f:04-nw:200-ml:10-0.trace,tree,F(p),?u1(p),6.75,F(p),2,TRUE
f:05-nw:010-ml:06-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",0.83,"|(G(!(p)),F(&(p,F(q))))",9,TRUE
f:09-nw:200-ml:14-0.trace,tree-bmc,"G(->(q,G(p)))","?u1(->(q,?1))",119.33,"G(->(q,G(p)))",4,TRUE
f:02-nw:400-ml:06-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",53.16,"->(F(q),U(!(p),q))",6,TRUE
f:06-nw:010-ml:10-0.trace,tree-suf-bmc,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),?1))))",0.91,"G(&(p,->(!(q),U(!(q),r))))",10,TRUE
f:09-nw:025-ml:10-0.trace,tree-suf,"G(->(q,G(p)))","?u1(->(q,?1))",2.31,"G(->(q,p))",4,TRUE
f:06-nw:050-ml:10-0.trace,tree,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))",14.02,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",13,TRUE
f:06-nw:050-ml:14-0.trace,tree-suf,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))",32.10,"G(&(p,U(!(q),->(!(q),&(r,!(q))))))",13,TRUE
f:08-nw:100-ml:06-0.trace,tree,"->(F(q),U(p,q))","->(?1,U(p,q))",11.79,"->(F(q),U(p,q))",5,TRUE
f:02-nw:010-ml:10-0.trace,tree,"->(F(q),U(!(p),q))","->(?1,U(!(p),q))",2.20,"->(F(q),U(!(p),q))",6,TRUE
f:04-nw:100-ml:14-0.trace,tree-suf-bmc,F(p),F(?1),6.49,F(p),2,TRUE
f:09-nw:010-ml:10-0.trace,tree-suf,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",1.57,"G(->(q,G(p)))",5,TRUE
f:03-nw:050-ml:06-0.trace,tree-suf,"G(->(q,G(!(p))))","?u1(->(q,?u1(!(p))))",3.11,"G(->(q,G(!(p))))",6,TRUE
f:02-nw:010-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",2.92,"->(F(q),&(!(p),q))",6,TRUE
f:06-nw:200-ml:10-0.trace,tree,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),?1))))",71.83,"G(&(p,->(!(q),U(!(q),r))))",10,TRUE
f:09-nw:400-ml:14-0.trace,tree,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",86.44,"G(->(q,G(p)))",5,TRUE
f:09-nw:200-ml:06-0.trace,tree-suf-bmc,"G(->(q,G(p)))","G(->(q,?1))",18.04,"G(->(q,G(p)))",4,TRUE
f:02-nw:050-ml:06-0.trace,tree-suf,"->(F(q),U(!(p),q))","->(?1,U(!(p),q))",4.08,"->(F(q),U(!(p),q))",6,TRUE
f:08-nw:010-ml:10-0.trace,tree-suf,"->(F(q),U(p,q))","->(?1,U(p,q))",5.90,"->(U(->(q,q),q),U(p,q))",5,TRUE
f:05-nw:400-ml:14-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",376.30,"|(G(!(p)),F(&(p,F(q))))",9,TRUE
f:07-nw:050-ml:14-0.trace,tree-suf,G(p),G(?1),2.28,G(p),2,TRUE
f:04-nw:050-ml:10-0.trace,tree,F(p),F(?1),1.53,F(p),2,TRUE
f:08-nw:400-ml:06-0.trace,tree,"->(F(q),U(p,q))","->(?1,?b1(p,q))",79.32,"->(F(q),U(p,q))",5,TRUE
f:03-nw:400-ml:14-0.trace,tree-suf-bmc,"G(->(q,G(!(p))))","?u1(->(q,?1))",508.20,"G(->(q,G(!(p))))",4,TRUE
f:07-nw:100-ml:06-0.trace,tree-suf,G(p),?u1(?1),2.02,G(p),2,TRUE
f:05-nw:025-ml:14-0.trace,tree-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",4.91,"U(p,F(&(p,F(q))))",7,TRUE
f:09-nw:050-ml:14-0.trace,tree,"G(->(q,G(p)))","G(->(q,?1))",7.93,"G(->(q,p))",4,TRUE
f:02-nw:100-ml:14-0.trace,tree-suf,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",61.58,"->(F(q),&(!(p),q))",6,TRUE
f:09-nw:050-ml:10-0.trace,tree-bmc,"G(->(q,G(p)))","?u1(->(q,?1))",5.72,"G(->(q,p))",4,TRUE
f:03-nw:010-ml:06-0.trace,tree-bmc,"G(->(q,G(!(p))))","?u1(->(q,?1))",1.05,"G(->(q,!(p)))",4,TRUE
f:05-nw:200-ml:10-0.trace,tree-suf,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",60.40,"U(p,F(&(p,F(q))))",7,TRUE
f:01-nw:400-ml:14-0.trace,tree-bmc,G(!(p)),?u1(!(?1)),134.64,G(!(p)),3,TRUE
f:04-nw:010-ml:14-0.trace,tree-suf-bmc,F(p),?u1(p),0.42,F(p),2,TRUE
f:04-nw:400-ml:10-0.trace,tree,F(p),?u1(p),13.27,F(p),2,TRUE
f:01-nw:025-ml:10-0.trace,tree,G(!(p)),?u1(!(p)),0.94,G(!(p)),3,TRUE
f:06-nw:010-ml:14-0.trace,tree-bmc,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?1)))",1.79,"G(&(p,->(!(q),p)))",7,TRUE
f:04-nw:400-ml:06-0.trace,tree-bmc,F(p),?u1(?1),47.35,F(p),2,TRUE
f:04-nw:400-ml:06-0.trace,tree-suf-bmc,F(p),?u1(p),17.41,F(p),2,TRUE
f:01-nw:010-ml:06-0.trace,tree-bmc,G(!(p)),G(!(?1)),0.16,G(!(p)),3,TRUE
f:06-nw:100-ml:10-0.trace,tree,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?1)))",177.31,"G(&(p,->(!(q),->(X(q),r))))",7,TRUE
f:08-nw:200-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(p,q))","->(?1,U(p,q))",115.04,"->(F(q),U(p,q))",5,TRUE
f:06-nw:100-ml:10-0.trace,tree-suf-bmc,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))",25.19,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",13,TRUE
f:03-nw:400-ml:14-0.trace,tree-bmc,"G(->(q,G(!(p))))","G(->(q,?1))",582.23,"G(->(q,G(!(p))))",4,TRUE
f:03-nw:025-ml:06-0.trace,tree-bmc,"G(->(q,G(!(p))))","?u1(->(q,?u1(!(p))))",1.60,"G(->(q,G(!(p))))",6,TRUE
f:01-nw:100-ml:14-0.trace,tree-suf,G(!(p)),?u1(!(p)),10.59,G(!(p)),3,TRUE
f:07-nw:200-ml:10-0.trace,tree-suf,G(p),G(?1),10.81,G(p),2,TRUE
f:04-nw:010-ml:14-0.trace,tree-bmc,F(p),F(?1),0.23,F(p),2,TRUE
f:04-nw:100-ml:06-0.trace,tree-suf,F(p),?u1(p),1.71,F(p),2,TRUE
f:06-nw:025-ml:14-0.trace,tree-bmc,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))",6.65,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",13,TRUE
f:08-nw:200-ml:06-0.trace,tree,"->(F(q),U(p,q))","->(?1,?b1(p,q))",36.36,"->(F(q),U(p,q))",5,TRUE
f:06-nw:400-ml:06-0.trace,tree-bmc,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),?1))))",71.79,"G(&(p,->(!(q),U(!(q),r))))",10,TRUE
f:05-nw:010-ml:14-0.trace,tree-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",2.30,"|(G(!(p)),F(&(p,F(q))))",9,TRUE
f:07-nw:025-ml:14-0.trace,tree-bmc,G(p),G(?1),0.78,G(p),2,TRUE
f:05-nw:100-ml:06-0.trace,tree-suf,"|(G(!(p)),F(&(p,F(q))))","|(?1,F(&(p,F(q))))",10.04,"|(G(q),F(&(p,F(q))))",7,TRUE
f:07-nw:400-ml:06-0.trace,tree-bmc,G(p),?u1(p),6.24,G(p),2,TRUE
f:03-nw:010-ml:06-0.trace,tree-suf-bmc,"G(->(q,G(!(p))))","?u1(->(q,?1))",0.91,"G(->(q,!(p)))",4,TRUE
f:07-nw:400-ml:10-0.trace,tree-suf-bmc,G(p),G(?1),39.67,G(p),2,TRUE
f:09-nw:200-ml:14-0.trace,tree,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",42.83,"G(->(q,G(p)))",5,TRUE
f:03-nw:025-ml:10-0.trace,tree,"G(->(q,G(!(p))))","G(->(q,?1))",13.87,"G(->(q,G(!(p))))",4,TRUE
f:05-nw:100-ml:06-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","|(?1,F(&(p,F(q))))",8.55,"|(G(q),F(&(p,F(q))))",7,TRUE
f:06-nw:400-ml:10-0.trace,tree,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),?1))))",216.10,"G(&(p,->(!(q),U(!(q),r))))",10,TRUE
f:02-nw:400-ml:14-0.trace,tree-bmc,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",69.85,"->(F(q),U(!(p),q))",7,TRUE
f:06-nw:200-ml:10-0.trace,tree-suf,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))",90.20,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",13,TRUE
f:02-nw:025-ml:06-0.trace,tree-bmc,"->(F(q),U(!(p),q))","->(?1,U(!(p),q))",2.03,"->(F(q),U(!(p),q))",6,TRUE
f:04-nw:025-ml:10-0.trace,tree-bmc,F(p),F(?1),0.51,F(p),2,TRUE
f:06-nw:010-ml:10-0.trace,tree-bmc,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))",1.90,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",13,TRUE
f:01-nw:400-ml:10-0.trace,tree-bmc,G(!(p)),?u1(!(p)),12.25,G(!(p)),3,TRUE
f:05-nw:200-ml:14-0.trace,tree-suf,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",178.75,"U(G(!(p)),F(&(p,F(q))))",9,TRUE
f:03-nw:100-ml:10-0.trace,tree-suf,"G(->(q,G(!(p))))","G(->(q,?1))",258.50,"G(->(q,&(!(p),X(G(!(p))))))",4,TRUE
f:08-nw:100-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(p,q))","->(?1,?b1(p,q))",40.31,"->(F(q),&(p,q))",5,TRUE
f:09-nw:050-ml:14-0.trace,tree-bmc,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",7.73,"G(->(q,G(p)))",5,TRUE
f:03-nw:050-ml:14-0.trace,tree-suf-bmc,"G(->(q,G(!(p))))","?u1(->(q,?1))",31.47,"G(->(q,G(!(p))))",4,TRUE
f:02-nw:100-ml:10-0.trace,tree-suf,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",29.40,"->(F(q),&(!(p),q))",7,TRUE
f:04-nw:200-ml:14-0.trace,tree-suf,F(p),F(?1),26.95,F(p),2,TRUE
f:03-nw:025-ml:14-0.trace,tree-suf-bmc,"G(->(q,G(!(p))))","?u1(->(q,?1))",14.02,"G(->(q,->(F(p),p)))",4,TRUE
f:08-nw:050-ml:14-0.trace,tree-bmc,"->(F(q),U(p,q))","->(?1,U(p,q))",13.60,"->(F(q),U(p,q))",5,TRUE
f:05-nw:200-ml:06-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",17.24,"U(p,F(&(p,F(q))))",7,TRUE
f:05-nw:025-ml:10-0.trace,tree-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",3.94,"U(G(!(p)),F(&(p,F(q))))",9,TRUE
f:01-nw:200-ml:06-0.trace,tree-suf,G(!(p)),G(!(?1)),4.46,G(!(p)),3,TRUE
f:07-nw:010-ml:10-0.trace,tree-bmc,G(p),G(?1),0.18,G(p),2,TRUE
f:06-nw:200-ml:14-0.trace,tree-suf,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?1)))",143.96,"G(&(p,->(!(q),p)))",7,TRUE
f:02-nw:400-ml:10-0.trace,tree-bmc,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",176.27,"->(F(q),U(!(p),q))",6,TRUE
f:07-nw:025-ml:10-0.trace,tree-suf-bmc,G(p),G(?1),0.34,G(p),2,TRUE
f:03-nw:200-ml:06-0.trace,tree-suf,"G(->(q,G(!(p))))","?u1(->(q,?1))",44.80,"G(->(q,G(!(p))))",4,TRUE
f:07-nw:050-ml:10-0.trace,tree-suf-bmc,G(p),G(?1),0.84,G(p),2,TRUE
f:08-nw:010-ml:06-0.trace,tree,"->(F(q),U(p,q))","->(?1,U(p,q))",1.02,"->(F(q),U(p,q))",5,TRUE
f:02-nw:100-ml:10-0.trace,tree,"->(F(q),U(!(p),q))","->(?1,U(!(p),q))",29.99,"->(F(q),U(!(p),q))",6,TRUE
f:05-nw:010-ml:10-0.trace,tree-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",1.20,"U(p,F(&(p,F(q))))",7,TRUE
f:06-nw:025-ml:10-0.trace,tree-bmc,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?1)))",25.74,"G(&(p,->(!(q),U(->(q,r),r))))",7,TRUE
f:04-nw:050-ml:06-0.trace,tree-suf-bmc,F(p),?u1(p),0.66,F(p),2,TRUE
f:02-nw:400-ml:10-0.trace,tree,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",197.29,"->(F(q),U(!(p),q))",6,TRUE
f:04-nw:025-ml:06-0.trace,tree-suf-bmc,F(p),?u1(p),0.31,F(p),2,TRUE
f:07-nw:025-ml:10-0.trace,tree,G(p),?u1(?1),1.12,G(p),2,TRUE
f:02-nw:200-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",114.23,"->(F(q),U(!(p),q))",7,TRUE
f:01-nw:100-ml:10-0.trace,tree-suf,G(!(p)),?u1(!(?1)),5.08,G(!(p)),3,TRUE
f:08-nw:010-ml:06-0.trace,tree-suf-bmc,"->(F(q),U(p,q))","->(?1,U(p,q))",0.65,"->(F(q),U(p,q))",5,TRUE
f:04-nw:050-ml:06-0.trace,tree,F(p),?u1(p),0.91,F(p),2,TRUE
f:07-nw:200-ml:14-0.trace,tree,G(p),?u1(?1),38.09,G(p),2,TRUE
f:09-nw:100-ml:14-0.trace,tree-bmc,"G(->(q,G(p)))","?u1(->(q,?1))",43.12,"G(->(q,G(p)))",4,TRUE
f:03-nw:010-ml:14-0.trace,tree,"G(->(q,G(!(p))))","?u1(->(q,?1))",3.42,"G(->(q,!(p)))",4,TRUE
f:05-nw:050-ml:14-0.trace,tree,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",21.20,"U(p,F(&(p,F(q))))",7,TRUE
f:08-nw:010-ml:06-0.trace,tree-suf,"->(F(q),U(p,q))","->(?1,?b1(p,q))",1.00,"->(F(q),&(p,q))",5,TRUE
f:02-nw:050-ml:10-0.trace,tree-suf,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",27.08,"->(U(->(q,q),q),U(!(p),q))",6,TRUE
f:06-nw:200-ml:06-0.trace,tree,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,?b1(!(q),?b2(!(q),&(r,!(q))))))",26.79,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))",13,TRUE
f:05-nw:050-ml:06-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",2.92,"U(p,F(&(p,F(q))))",7,TRUE
f:08-nw:100-ml:10-0.trace,tree,"->(F(q),U(p,q))","?b1(F(q),?b2(p,q))",23.25,"->(F(q),&(p,q))",6,TRUE
f:05-nw:025-ml:06-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",1.36,"U(q,F(&(p,F(q))))",7,TRUE
f:03-nw:200-ml:14-0.trace,tree-suf-bmc,"G(->(q,G(!(p))))","?u1(->(q,?1))",172.54,"G(->(q,!(F(p))))",4,TRUE
f:02-nw:010-ml:06-0.trace,tree,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",0.88,"->(F(q),&(!(p),q))",7,TRUE
f:08-nw:400-ml:14-0.trace,tree-suf,"->(F(q),U(p,q))","->(?1,U(p,q))",370.50,"->(F(q),U(p,q))",5,TRUE
f:09-nw:100-ml:14-0.trace,tree-suf-bmc,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",32.90,"G(->(q,G(p)))",5,TRUE
f:08-nw:025-ml:06-0.trace,tree-suf,"->(F(q),U(p,q))","?b1(F(q),?b2(p,q))",1.95,"->(F(q),&(p,q))",6,TRUE
f:06-nw:050-ml:06-0.trace,tree,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),?1))))",3.98,"G(&(p,->(!(q),U(!(q),p))))",10,TRUE
f:07-nw:200-ml:10-0.trace,tree-suf-bmc,G(p),G(?1),10.09,G(p),2,TRUE
f:04-nw:200-ml:06-0.trace,tree,F(p),F(?1),11.80,F(p),2,TRUE
f:08-nw:400-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(p,q))","->(?1,U(p,q))",303.87,"->(F(q),U(p,q))",5,TRUE
f:02-nw:050-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",13.63,"->(F(q),&(!(p),q))",7,TRUE
f:02-nw:025-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",5.79,"->(F(q),U(!(p),q))",7,TRUE
f:01-nw:050-ml:10-0.trace,tree-suf,G(!(p)),?u1(!(p)),1.96,G(!(p)),3,TRUE
f:04-nw:200-ml:06-0.trace,tree-suf-bmc,F(p),?u1(p),5.16,F(p),2,TRUE
f:09-nw:400-ml:14-0.trace,tree-suf,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",393.14,"G(->(q,G(p)))",5,TRUE
f:09-nw:025-ml:06-0.trace,tree-suf,"G(->(q,G(p)))","G(->(q,?1))",1.43,"G(->(q,G(p)))",4,TRUE
f:07-nw:010-ml:14-0.trace,tree,G(p),G(?1),0.32,G(p),2,TRUE
f:07-nw:050-ml:06-0.trace,tree-suf,G(p),?u1(p),0.80,G(p),2,TRUE
f:03-nw:200-ml:14-0.trace,tree,"G(->(q,G(!(p))))","G(->(q,?1))",310.69,"G(->(q,G(!(p))))",4,TRUE
f:09-nw:025-ml:10-0.trace,tree,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",3.47,"G(->(q,G(p)))",5,TRUE
f:08-nw:100-ml:10-0.trace,tree-bmc,"->(F(q),U(p,q))","->(?1,U(p,q))",22.86,"->(F(q),U(p,q))",5,TRUE
f:05-nw:400-ml:06-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",70.04,"->(F(p),F(&(p,F(q))))",7,TRUE
f:01-nw:010-ml:10-0.trace,tree-suf-bmc,G(!(p)),G(!(?1)),0.16,G(!(p)),3,TRUE
f:02-nw:050-ml:14-0.trace,tree-suf,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",26.03,"->(F(q),&(!(p),q))",7,TRUE
f:07-nw:100-ml:10-0.trace,tree-suf-bmc,G(p),?u1(?1),3.91,G(p),2,TRUE
f:02-nw:010-ml:06-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",0.60,"->(F(q),U(!(p),q))",7,TRUE
f:09-nw:100-ml:10-0.trace,tree-bmc,"G(->(q,G(p)))","?u1(->(q,?u1(p)))",10.67,"G(->(q,G(p)))",5,TRUE
f:03-nw:050-ml:14-0.trace,tree-suf,"G(->(q,G(!(p))))","G(->(q,?1))",120.76,"G(->(q,!(U(q,p))))",4,TRUE
f:06-nw:050-ml:06-0.trace,tree-suf,"G(&(p,->(!(q),U(!(q),&(r,!(q))))))","G(&(p,->(!(q),U(!(q),?1))))",3.51,"G(&(p,->(!(q),U(!(q),p))))",10,TRUE
f:01-nw:050-ml:14-0.trace,tree,G(!(p)),G(!(?1)),3.15,G(!(p)),3,TRUE
f:09-nw:400-ml:10-0.trace,tree-suf,"G(->(q,G(p)))","?u1(->(q,?1))",204.90,"G(->(q,G(p)))",4,TRUE
f:01-nw:050-ml:14-0.trace,tree-suf,G(!(p)),?u1(!(?1)),3.87,G(!(p)),3,TRUE
f:05-nw:010-ml:14-0.trace,tree,"|(G(!(p)),F(&(p,F(q))))","?b1(G(!(p)),F(?b2(p,F(q))))",5.57,"|(G(!(p)),F(&(p,F(q))))",9,TRUE
f:02-nw:400-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",309.18,"->(F(q),U(!(p),q))",7,TRUE
f:08-nw:050-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(p,q))","->(?1,U(p,q))",13.19,"->(F(q),U(p,q))",5,TRUE
f:02-nw:050-ml:06-0.trace,tree,"->(F(q),U(!(p),q))","->(?1,?b1(!(p),q))",7.04,"->(F(q),&(!(p),q))",6,TRUE
f:08-nw:025-ml:14-0.trace,tree-suf-bmc,"->(F(q),U(p,q))","->(?1,U(p,q))",5.22,"->(F(q),U(p,q))",5,TRUE
f:08-nw:200-ml:06-0.trace,tree-bmc,"->(F(q),U(p,q))","->(?1,?b1(p,q))",31.91,"->(F(q),U(p,q))",5,TRUE
f:04-nw:050-ml:06-0.trace,tree-suf,F(p),?u1(?1),0.76,F(p),2,TRUE
f:01-nw:200-ml:14-0.trace,tree,G(!(p)),?u1(!(p)),12.20,G(!(p)),3,TRUE
f:05-nw:010-ml:14-0.trace,tree-suf-bmc,"|(G(!(p)),F(&(p,F(q))))","?b1(?1,F(&(p,F(q))))",1.65,"U(p,F(&(p,F(q))))",7,TRUE
f:03-nw:100-ml:14-0.trace,tree-suf-bmc,"G(->(q,G(!(p))))","G(->(q,?1))",67.08,"G(->(q,G(!(p))))",4,TRUE
f:04-nw:010-ml:06-0.trace,tree,F(p),?u1(?1),0.26,F(p),2,TRUE
f:03-nw:050-ml:14-0.trace,tree,"G(->(q,G(!(p))))","?u1(->(q,?u1(!(p))))",11.74,"G(->(q,G(!(p))))",6,TRUE
f:02-nw:400-ml:06-0.trace,tree-bmc,"->(F(q),U(!(p),q))","->(?1,U(!(p),q))",66.24,"->(F(q),U(!(p),q))",6,TRUE
f:02-nw:025-ml:14-0.trace,tree-bmc,"->(F(q),U(!(p),q))","?b1(F(q),?b2(!(p),q))",5.01,"->(F(q),&(!(p),q))",7,TRUE
f:03-nw:010-ml:14-0.trace,tree-suf-bmc,"G(->(q,G(!(p))))","?u1(->(q,?u1(!(p))))",1.71,"G(->(q,G(!(p))))",6,TRUE
f:03-nw:100-ml:14-0.trace,tree,"G(->(q,G(!(p))))","?u1(->(q,?1))",120.55,"G(->(q,!(F(p))))",4,TRUE
